name,dept,area,count,adjustedcount,year,country,latitude,longitude
Aaron J. Elmore,University of Chicago,Databases,2.0,0.36667,2021,us,41.7913968,-87.6008439
Aaron J. Elmore,University of Chicago,Databases,1.0,0.2,2012,us,41.7913968,-87.6008439
Aaron J. Elmore,University of Chicago,Databases,1.0,0.125,2014,us,41.7913968,-87.6008439
Aaron J. Elmore,University of Chicago,Databases,2.0,0.33333,2016,us,41.7913968,-87.6008439
Aaron J. Elmore,University of Chicago,Databases,1.0,0.2,2017,us,41.7913968,-87.6008439
Aaron J. Elmore,University of Chicago,Databases,2.0,0.36667,2019,us,41.7913968,-87.6008439
Aaron J. Elmore,University of Chicago,Databases,1.0,0.2,2020,us,41.7913968,-87.6008439
Aaron J. Elmore,University of Chicago,Databases,1.0,0.25,2021,us,41.7913968,-87.6008439
Aaron J. Elmore,University of Chicago,Databases,2.0,0.26667,2022,us,41.7913968,-87.6008439
Aaron J. Elmore,University of Chicago,Databases,1.0,0.2,2023,us,41.7913968,-87.6008439
Aaron Roth 0001,University of Pennsylvania,Programming languages,1.0,0.25,2017,us,39.9493382,-75.189644
Aaron Roth 0001,University of Pennsylvania,Programming languages,1.0,0.2,2019,us,39.9493382,-75.189644
Aaron Roth 0001,University of Pennsylvania,Programming languages,1.0,0.2,2020,us,39.9493382,-75.189644
Aaron Roth 0001,University of Pennsylvania,Programming languages,1.0,0.16667,2015,us,39.9493382,-75.189644
Aaron Schulman,Univ. of California - San Diego,Computer architecture,1.0,0.2,2023,us,32.8792438,-117.2311247
Aaron Schulman,Univ. of California - San Diego,Computer security,1.0,0.33333,2014,us,32.8792438,-117.2311247
Aaron Schulman,Univ. of California - San Diego,Measurement & perf. analysis,1.0,0.5,2011,us,32.8792438,-117.2311247
Aaron Schulman,Univ. of California - San Diego,Measurement & perf. analysis,1.0,0.14286,2014,us,32.8792438,-117.2311247
Aaron Schulman,Univ. of California - San Diego,Measurement & perf. analysis,2.0,0.36111,2015,us,32.8792438,-117.2311247
Aaron Schulman,Univ. of California - San Diego,Measurement & perf. analysis,1.0,0.11111,2019,us,32.8792438,-117.2311247
Aaron Schulman,Univ. of California - San Diego,Measurement & perf. analysis,1.0,0.14286,2020,us,32.8792438,-117.2311247
Aaron Schulman,Univ. of California - San Diego,Measurement & perf. analysis,3.0,0.48571,2021,us,32.8792438,-117.2311247
Aaron Schulman,Univ. of California - San Diego,Measurement & perf. analysis,1.0,0.14286,2022,us,32.8792438,-117.2311247
Aaron Schulman,Univ. of California - San Diego,Mobile computing,1.0,0.125,2010,us,32.8792438,-117.2311247
Aaron Schulman,Univ. of California - San Diego,Mobile computing,1.0,0.14286,2019,us,32.8792438,-117.2311247
Aaron Schulman,Univ. of California - San Diego,Mobile computing,1.0,0.14286,2019,us,32.8792438,-117.2311247
Aaron Schulman,Univ. of California - San Diego,Computer networks,1.0,0.11111,2010,us,32.8792438,-117.2311247
Aaron Schulman,Univ. of California - San Diego,Computer networks,1.0,0.33333,2015,us,32.8792438,-117.2311247
Aaron Schulman,Univ. of California - San Diego,Computer networks,1.0,0.2,2019,us,32.8792438,-117.2311247
Aaron Schulman,Univ. of California - San Diego,Computer security,1.0,0.14286,2022,us,32.8792438,-117.2311247
Aaron Schulman,Univ. of California - San Diego,Computer networks,1.0,0.25,2019,us,32.8792438,-117.2311247
Aaron Striegel,University of Notre Dame,High-performance computing,1.0,0.2,2005,us,41.7045677,-86.2382203
Aaron Striegel,University of Notre Dame,Measurement & perf. analysis,1.0,0.25,2015,us,41.7045677,-86.2382203
Aaron Striegel,University of Notre Dame,Mobile computing,1.0,0.5,2013,us,41.7045677,-86.2382203
Aaron Striegel,University of Notre Dame,High-performance computing,1.0,0.16667,2005,us,41.7045677,-86.2382203
Aaron Stump,University of Iowa,Programming languages,1.0,0.33333,2005,us,41.6311024,-91.540752
Aaron Stump,University of Iowa,Programming languages,1.0,0.33333,2018,us,41.6311024,-91.540752
Aaron Stump,University of Iowa,Programming languages,1.0,0.25,2020,us,41.6311024,-91.540752
Aaron Stump,University of Iowa,Programming languages,1.0,0.16667,2023,us,41.6311024,-91.540752
Aarti Gupta,Princeton University,Software engineering,1.0,0.125,2011,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Computer architecture,1.0,0.125,2023,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Design automation,1.0,0.33333,1997,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Design automation,1.0,0.25,2001,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Design automation,1.0,0.2,2003,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Design automation,1.0,0.33333,2005,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Design automation,1.0,0.33333,2006,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Design automation,1.0,0.5,2008,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Design automation,1.0,0.2,2018,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Embedded & real-time systems,1.0,0.25,2009,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Operating systems,1.0,0.076923,2019,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Software engineering,1.0,0.25,2008,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Software engineering,1.0,0.25,2009,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Software engineering,1.0,0.33333,2012,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Software engineering,1.0,0.2,2015,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Software engineering,1.0,0.33333,2016,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Design automation,1.0,0.5,1993,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Design automation,1.0,0.33333,1996,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Design automation,1.0,0.2,2001,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Design automation,1.0,0.25,2003,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Design automation,1.0,0.33333,2004,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Design automation,1.0,0.5,2006,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Design automation,1.0,0.33333,2007,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Design automation,1.0,0.25,2018,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Design automation,1.0,0.2,2021,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Design automation,2.0,0.58333,2022,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Software engineering,1.0,0.33333,2008,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Software engineering,1.0,0.33333,2011,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Software engineering,1.0,0.2,2013,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Software engineering,1.0,0.25,2008,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Software engineering,1.0,0.16667,2014,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Computer architecture,1.0,0.25,2018,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Computer networks,1.0,0.5,2022,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Programming languages,3.0,0.91667,2023,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Programming languages,1.0,0.5,2007,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Programming languages,1.0,0.25,2010,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Programming languages,1.0,0.25,2020,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Embedded & real-time systems,1.0,0.25,2009,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Computer networks,1.0,0.25,2017,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Computer networks,1.0,0.25,2018,us,40.3386752,-74.6583655
Aarti Gupta,Princeton University,Computer networks,1.0,0.11111,2020,us,40.3386752,-74.6583655
Aasheesh Kolli,Pennsylvania State University,Computer architecture,2.0,0.53333,2016,us,40.8025835,-77.8559383
Aasheesh Kolli,Pennsylvania State University,Computer architecture,1.0,0.2,2019,us,40.8025835,-77.8559383
Aasheesh Kolli,Pennsylvania State University,Computer architecture,1.0,0.16667,2020,us,40.8025835,-77.8559383
Aasheesh Kolli,Pennsylvania State University,Computer architecture,1.0,0.14286,2021,us,40.8025835,-77.8559383
Aasheesh Kolli,Pennsylvania State University,Operating systems,1.0,0.14286,2019,us,40.8025835,-77.8559383
Aasheesh Kolli,Pennsylvania State University,Computer architecture,1.0,0.25,2018,us,40.8025835,-77.8559383
Aasheesh Kolli,Pennsylvania State University,Computer architecture,1.0,0.14286,2017,us,40.8025835,-77.8559383
Aasheesh Kolli,Pennsylvania State University,Computer architecture,1.0,0.2,2019,us,40.8025835,-77.8559383
Aasheesh Kolli,Pennsylvania State University,Computer architecture,1.0,0.11111,2023,us,40.8025835,-77.8559383
Aasheesh Kolli,Pennsylvania State University,Computer architecture,1.0,0.33333,2013,us,40.8025835,-77.8559383
Aasheesh Kolli,Pennsylvania State University,Computer architecture,2.0,0.325,2016,us,40.8025835,-77.8559383
Aasheesh Kolli,Pennsylvania State University,Computer architecture,1.0,0.33333,2020,us,40.8025835,-77.8559383
Aasheesh Kolli,Pennsylvania State University,Operating systems,1.0,0.16667,2019,us,40.8025835,-77.8559383
Aasheesh Kolli,Pennsylvania State University,Operating systems,1.0,0.14286,2021,us,40.8025835,-77.8559383
Aastha Mehta,University of British Columbia,Operating systems,1.0,0.125,2015,canada,49.2578314,-123.246242
Abdelhakim Hafid,University of Montreal,High-performance computing,1.0,0.33333,1996,canada,45.5069177,-73.5791163
Abdelsalam Helal,University of Florida,Databases,1.0,0.5,1988,us,29.6328784,-82.3490133
Abdelsalam Helal,University of Florida,Databases,1.0,0.33333,1989,us,29.6328784,-82.3490133
Abdelsalam Helal,University of Florida,Databases,1.0,0.0625,1997,us,29.6328784,-82.3490133
Abdou Youssef,George Washington University,Computer architecture,1.0,0.5,1990,us,38.8998938,-77.0474483
Abdul Serwadda,Texas Tech University,Computer security,1.0,0.5,2013,us,33.5937525,-101.8995955
Abdul Serwadda,Texas Tech University,Computer security,1.0,0.25,2014,us,33.5937525,-101.8995955
Abdullah Al-Mamun 0001,Augusta University,Databases,1.0,0.33333,2021,us,33.4693345,-81.988562
Abdullah Al-Mamun 0001,Augusta University,High-performance computing,1.0,0.33333,2021,us,33.4693345,-81.988562
Abdullah Muzahid,Texas A&M University,Operating systems,1.0,0.25,2017,us,30.6108618,-96.3520606
Abdullah Muzahid,Texas A&M University,Computer architecture,1.0,0.2,2012,us,30.6108618,-96.3520606
Abdullah Muzahid,Texas A&M University,Computer architecture,1.0,0.25,2014,us,30.6108618,-96.3520606
Abdullah Muzahid,Texas A&M University,Computer architecture,1.0,0.14286,2023,us,30.6108618,-96.3520606
Abdullah Muzahid,Texas A&M University,Computer architecture,1.0,0.25,2009,us,30.6108618,-96.3520606
Abdullah Muzahid,Texas A&M University,Computer architecture,1.0,0.33333,2013,us,30.6108618,-96.3520606
Abdullah Muzahid,Texas A&M University,Computer architecture,1.0,0.5,2016,us,30.6108618,-96.3520606
Abdullah Muzahid,Texas A&M University,Computer architecture,1.0,0.16667,2021,us,30.6108618,-96.3520606
Abdullah Muzahid,Texas A&M University,Computer architecture,1.0,0.33333,2010,us,30.6108618,-96.3520606
Abdullah Muzahid,Texas A&M University,Computer architecture,1.0,0.33333,2012,us,30.6108618,-96.3520606
Abdullah Uz Tansel,CUNY,Databases,1.0,1.0,1987,us,40.7485188,-73.9836393
Abdullah Uz Tansel,CUNY,Databases,1.0,0.5,1985,us,40.7485188,-73.9836393
Abdullah Uz Tansel,CUNY,Databases,1.0,0.5,1989,us,40.7485188,-73.9836393
Abhi Shelat,Northeastern University,Computer security,1.0,0.5,2013,us,42.3390301,-71.0879129
Abhi Shelat,Northeastern University,Computer security,1.0,0.2,2014,us,42.3390301,-71.0879129
Abhi Shelat,Northeastern University,Computer security,1.0,0.5,2015,us,42.3390301,-71.0879129
Abhi Shelat,Northeastern University,Computer security,1.0,0.33333,2016,us,42.3390301,-71.0879129
Abhi Shelat,Northeastern University,Computer security,2.0,0.64286,2017,us,42.3390301,-71.0879129
Abhi Shelat,Northeastern University,Computer security,1.0,0.33333,2018,us,42.3390301,-71.0879129
Abhi Shelat,Northeastern University,Computer security,1.0,0.33333,2019,us,42.3390301,-71.0879129
Abhi Shelat,Northeastern University,Computer security,1.0,0.25,2014,us,42.3390301,-71.0879129
Abhi Shelat,Northeastern University,Computer security,1.0,0.2,2016,us,42.3390301,-71.0879129
Abhi Shelat,Northeastern University,Computer security,2.0,0.45,2018,us,42.3390301,-71.0879129
Abhi Shelat,Northeastern University,Computer security,2.0,0.45,2019,us,42.3390301,-71.0879129
Abhi Shelat,Northeastern University,Computer security,1.0,0.11111,2021,us,42.3390301,-71.0879129
Abhi Shelat,Northeastern University,Computer security,1.0,0.2,2023,us,42.3390301,-71.0879129
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,1.0,0.33333,2009,us,38.990547,-76.937251
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,1.0,0.1,2018,us,38.990547,-76.937251
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,1.0,0.125,2019,us,38.990547,-76.937251
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,1.0,0.25,2020,us,38.990547,-76.937251
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,1.0,0.16667,2023,us,38.990547,-76.937251
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,2.0,0.58333,2011,us,38.990547,-76.937251
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,2.0,0.22619,2012,us,38.990547,-76.937251
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,2.0,0.45,2013,us,38.990547,-76.937251
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,3.0,0.67619,2014,us,38.990547,-76.937251
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,1.0,0.125,2015,us,38.990547,-76.937251
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,3.0,0.525,2016,us,38.990547,-76.937251
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,3.0,0.32222,2017,us,38.990547,-76.937251
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,2.0,0.39286,2018,us,38.990547,-76.937251
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,1.0,0.33333,2019,us,38.990547,-76.937251
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.5,2010,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.33333,2014,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.25,2016,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,2.0,1.5,2017,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.125,2018,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.25,2019,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.2,2020,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,2.0,0.5,2021,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.0625,2023,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.25,2014,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.14286,2023,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.5,2009,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.25,2017,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,3.0,0.64286,2018,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.25,2019,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.125,2020,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.16667,2021,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,2.0,0.26786,2023,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,2.0,0.45,2012,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,1.0,2013,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.25,2015,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,1.0,2017,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.25,2018,us,41.2571305,-72.9896696
Abhishek Bhattacharjee,Yale University,Operating systems,1.0,0.16667,2021,us,41.2571305,-72.9896696
Abhishek Chandra,University of Minnesota,High-performance computing,1.0,0.25,2007,us,48.3785292,-92.8311659
Abhishek Chandra,University of Minnesota,High-performance computing,1.0,0.33333,2015,us,48.3785292,-92.8311659
Abhishek Chandra,University of Minnesota,High-performance computing,1.0,0.33333,2016,us,48.3785292,-92.8311659
Abhishek Chandra,University of Minnesota,High-performance computing,1.0,0.5,2021,us,48.3785292,-92.8311659
Abhishek Chandra,University of Minnesota,Operating systems,1.0,0.25,2000,us,48.3785292,-92.8311659
Abhishek Chandra,University of Minnesota,Measurement & perf. analysis,1.0,0.25,2019,us,48.3785292,-92.8311659
Abhishek Dubey,Vanderbilt University,Embedded & real-time systems,1.0,0.14286,2010,us,36.1438011,-86.8028189
Abhishek Gupta,University of Washington,Databases,1.0,0.25,2004,us,47.6543466,-122.3080606
Abhishek Jain 0002,Johns Hopkins University,Computer security,1.0,0.33333,2014,us,39.3302022,-76.6218536
Abhishek Jain 0002,Johns Hopkins University,Computer security,1.0,0.2,2017,us,39.3302022,-76.6218536
Abhishek Jain 0002,Johns Hopkins University,Computer security,1.0,0.25,2022,us,39.3302022,-76.6218536
Abhishek Jain 0002,Johns Hopkins University,Computer security,1.0,0.14286,2023,us,39.3302022,-76.6218536
Abhradeep Thakurta,Univ. of California - Santa Cruz,Computer security,1.0,0.33333,2017,us,36.9924759,-122.058858
Abhradeep Thakurta,Univ. of California - Santa Cruz,Computer security,1.0,0.16667,2019,us,36.9924759,-122.058858
Abhradeep Thakurta,Univ. of California - Santa Cruz,Computer security,2.0,0.325,2021,us,36.9924759,-122.058858
Abhradeep Thakurta,Univ. of California - Santa Cruz,Databases,1.0,0.2,2012,us,36.9924759,-122.058858
Abolfazl Asudeh,University of Illinois at Chicago,Databases,1.0,0.33333,2019,us,41.8689223,-87.6485848
Abolfazl Asudeh,University of Illinois at Chicago,Databases,1.0,0.33333,2021,us,41.8689223,-87.6485848
Abolfazl Asudeh,University of Illinois at Chicago,Databases,1.0,0.25,2022,us,41.8689223,-87.6485848
Abolfazl Asudeh,University of Illinois at Chicago,Databases,1.0,0.25,2016,us,41.8689223,-87.6485848
Abolfazl Asudeh,University of Illinois at Chicago,Databases,1.0,0.25,2017,us,41.8689223,-87.6485848
Abolfazl Asudeh,University of Illinois at Chicago,Databases,2.0,0.45,2019,us,41.8689223,-87.6485848
Abolfazl Asudeh,University of Illinois at Chicago,Databases,2.0,0.5,2021,us,41.8689223,-87.6485848
Abolfazl Asudeh,University of Illinois at Chicago,Databases,1.0,0.33333,2022,us,41.8689223,-87.6485848
Abolfazl Asudeh,University of Illinois at Chicago,Databases,2.0,0.58333,2016,us,41.8689223,-87.6485848
Abolfazl Asudeh,University of Illinois at Chicago,Databases,3.0,0.59286,2018,us,41.8689223,-87.6485848
Abolfazl Asudeh,University of Illinois at Chicago,Databases,1.0,0.25,2019,us,41.8689223,-87.6485848
Abolfazl Asudeh,University of Illinois at Chicago,Databases,2.0,0.5,2020,us,41.8689223,-87.6485848
Abolfazl Asudeh,University of Illinois at Chicago,Databases,1.0,0.33333,2021,us,41.8689223,-87.6485848
Abolfazl Asudeh,University of Illinois at Chicago,Databases,2.0,0.75,2022,us,41.8689223,-87.6485848
Abram Hindle,University of Alberta,Software engineering,1.0,0.2,2011,canada,53.52682,-113.5244937
Abram Hindle,University of Alberta,Software engineering,1.0,0.2,2012,canada,53.52682,-113.5244937
Abram Hindle,University of Alberta,Software engineering,1.0,0.16667,2016,canada,53.52682,-113.5244937
Abram Hindle,University of Alberta,Software engineering,1.0,0.16667,2019,canada,53.52682,-113.5244937
Abtin Rahimian,University of Colorado Boulder,High-performance computing,1.0,0.083333,2010,us,40.0069373,-105.2663866
Abtin Rahimian,University of Colorado Boulder,High-performance computing,1.0,0.2,2019,us,40.0069373,-105.2663866
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.25,2010,us,42.3572051,-83.0709498
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.25,2011,us,42.3572051,-83.0709498
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.14286,2012,us,42.3572051,-83.0709498
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,2.0,0.5,2019,us,42.3572051,-83.0709498
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.25,2020,us,42.3572051,-83.0709498
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.25,2021,us,42.3572051,-83.0709498
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.25,2010,us,42.3572051,-83.0709498
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.25,2011,us,42.3572051,-83.0709498
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.16667,2014,us,42.3572051,-83.0709498
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.125,2015,us,42.3572051,-83.0709498
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.16667,2019,us,42.3572051,-83.0709498
Abusayeed Saifullah,Wayne State University,Mobile computing,1.0,0.16667,2016,us,42.3572051,-83.0709498
Abusayeed Saifullah,Wayne State University,Mobile computing,1.0,0.16667,2017,us,42.3572051,-83.0709498
Abutalib Aghayev,Pennsylvania State University,Operating systems,1.0,0.5,2015,us,40.8025835,-77.8559383
Abutalib Aghayev,Pennsylvania State University,Operating systems,1.0,0.25,2017,us,40.8025835,-77.8559383
Abutalib Aghayev,Pennsylvania State University,Operating systems,1.0,0.125,2022,us,40.8025835,-77.8559383
Abutalib Aghayev,Pennsylvania State University,Operating systems,1.0,0.16667,2019,us,40.8025835,-77.8559383
Ada Gavrilovska,Georgia Institute of Technology,Operating systems,1.0,0.33333,2016,us,33.776033,-84.3988409
Ada Gavrilovska,Georgia Institute of Technology,Operating systems,1.0,0.25,2019,us,33.776033,-84.3988409
Ada Gavrilovska,Georgia Institute of Technology,Operating systems,1.0,0.33333,2023,us,33.776033,-84.3988409
Ada Gavrilovska,Georgia Institute of Technology,Computer architecture,1.0,0.33333,2014,us,33.776033,-84.3988409
Ada Gavrilovska,Georgia Institute of Technology,High-performance computing,1.0,0.33333,2001,us,33.776033,-84.3988409
