name,dept,area,count,adjustedcount,year
Aaron Schulman,Univ. of California - San Diego,Mobile computing,1.0,0.125,2010
Aaron Schulman,Univ. of California - San Diego,Mobile computing,1.0,0.14286,2019
Aaron Schulman,Univ. of California - San Diego,Mobile computing,1.0,0.14286,2019
Aaron Schulman,Univ. of California - San Diego,Computer networks,1.0,0.11111,2010
Aaron Schulman,Univ. of California - San Diego,Computer networks,1.0,0.33333,2015
Aaron Schulman,Univ. of California - San Diego,Computer networks,1.0,0.2,2019
Aaron Schulman,Univ. of California - San Diego,Computer security,1.0,0.14286,2022
Aaron Schulman,Univ. of California - San Diego,Computer networks,1.0,0.25,2019
Aaron Striegel,University of Notre Dame,High-performance computing,1.0,0.2,2005
Aaron Striegel,University of Notre Dame,Measurement & perf. analysis,1.0,0.25,2015
Aaron Striegel,University of Notre Dame,Mobile computing,1.0,0.5,2013
Aaron Striegel,University of Notre Dame,High-performance computing,1.0,0.16667,2005
Aaron Stump,University of Iowa,Programming languages,1.0,0.33333,2005
Aaron Stump,University of Iowa,Programming languages,1.0,0.33333,2018
Aaron Stump,University of Iowa,Programming languages,1.0,0.25,2020
Aaron Stump,University of Iowa,Programming languages,1.0,0.16667,2023
Aarti Gupta,Princeton University,Software engineering,1.0,0.125,2011
Aarti Gupta,Princeton University,Computer architecture,1.0,0.125,2023
Aarti Gupta,Princeton University,Design automation,1.0,0.33333,1997
Aarti Gupta,Princeton University,Design automation,1.0,0.25,2001
Aarti Gupta,Princeton University,Design automation,1.0,0.2,2003
Aarti Gupta,Princeton University,Design automation,1.0,0.33333,2005
Aarti Gupta,Princeton University,Design automation,1.0,0.33333,2006
Aarti Gupta,Princeton University,Design automation,1.0,0.5,2008
Aarti Gupta,Princeton University,Design automation,1.0,0.2,2018
Aarti Gupta,Princeton University,Embedded & real-time systems,1.0,0.25,2009
Aarti Gupta,Princeton University,Operating systems,1.0,0.076923,2019
Aarti Gupta,Princeton University,Software engineering,1.0,0.25,2008
Aarti Gupta,Princeton University,Software engineering,1.0,0.25,2009
Aarti Gupta,Princeton University,Software engineering,1.0,0.33333,2012
Aarti Gupta,Princeton University,Software engineering,1.0,0.2,2015
Aarti Gupta,Princeton University,Software engineering,1.0,0.33333,2016
Aarti Gupta,Princeton University,Design automation,1.0,0.5,1993
Aarti Gupta,Princeton University,Design automation,1.0,0.33333,1996
Aarti Gupta,Princeton University,Design automation,1.0,0.2,2001
Aarti Gupta,Princeton University,Design automation,1.0,0.25,2003
Aarti Gupta,Princeton University,Design automation,1.0,0.33333,2004
Aarti Gupta,Princeton University,Design automation,1.0,0.5,2006
Aarti Gupta,Princeton University,Design automation,1.0,0.33333,2007
Aarti Gupta,Princeton University,Design automation,1.0,0.25,2018
Aarti Gupta,Princeton University,Design automation,1.0,0.2,2021
Aarti Gupta,Princeton University,Design automation,2.0,0.58333,2022
Aarti Gupta,Princeton University,Software engineering,1.0,0.33333,2008
Aarti Gupta,Princeton University,Software engineering,1.0,0.33333,2011
Aarti Gupta,Princeton University,Software engineering,1.0,0.2,2013
Aarti Gupta,Princeton University,Software engineering,1.0,0.25,2008
Aarti Gupta,Princeton University,Software engineering,1.0,0.16667,2014
Aarti Gupta,Princeton University,Computer architecture,1.0,0.25,2018
Aarti Gupta,Princeton University,Computer networks,1.0,0.5,2022
Aarti Gupta,Princeton University,Programming languages,3.0,0.91667,2023
Aarti Gupta,Princeton University,Programming languages,1.0,0.5,2007
Aarti Gupta,Princeton University,Programming languages,1.0,0.25,2010
Aarti Gupta,Princeton University,Programming languages,1.0,0.25,2020
Aarti Gupta,Princeton University,Embedded & real-time systems,1.0,0.25,2009
Aarti Gupta,Princeton University,Computer networks,1.0,0.25,2017
Aarti Gupta,Princeton University,Computer networks,1.0,0.25,2018
Aarti Gupta,Princeton University,Computer networks,1.0,0.11111,2020
Aasheesh Kolli,Pennsylvania State University,Computer architecture,2.0,0.53333,2016
Aasheesh Kolli,Pennsylvania State University,Computer architecture,1.0,0.2,2019
Aasheesh Kolli,Pennsylvania State University,Computer architecture,1.0,0.16667,2020
Aasheesh Kolli,Pennsylvania State University,Computer architecture,1.0,0.14286,2021
Aasheesh Kolli,Pennsylvania State University,Operating systems,1.0,0.14286,2019
Aasheesh Kolli,Pennsylvania State University,Computer architecture,1.0,0.25,2018
Aasheesh Kolli,Pennsylvania State University,Computer architecture,1.0,0.14286,2017
Aasheesh Kolli,Pennsylvania State University,Computer architecture,1.0,0.2,2019
Aasheesh Kolli,Pennsylvania State University,Computer architecture,1.0,0.11111,2023
Aasheesh Kolli,Pennsylvania State University,Computer architecture,1.0,0.33333,2013
Aasheesh Kolli,Pennsylvania State University,Computer architecture,2.0,0.325,2016
Aasheesh Kolli,Pennsylvania State University,Computer architecture,1.0,0.33333,2020
Aasheesh Kolli,Pennsylvania State University,Operating systems,1.0,0.16667,2019
Aasheesh Kolli,Pennsylvania State University,Operating systems,1.0,0.14286,2021
Aastha Mehta,University of British Columbia,Operating systems,1.0,0.125,2015
Abdelhakim Hafid,University of Montreal,High-performance computing,1.0,0.33333,1996
Abdelsalam Helal,University of Florida,Databases,1.0,0.5,1988
Abdelsalam Helal,University of Florida,Databases,1.0,0.33333,1989
Abdelsalam Helal,University of Florida,Databases,1.0,0.0625,1997
Abdou Youssef,George Washington University,Computer architecture,1.0,0.5,1990
Abdul Serwadda,Texas Tech University,Computer security,1.0,0.5,2013
Abdul Serwadda,Texas Tech University,Computer security,1.0,0.25,2014
Abdullah Al-Mamun 0001,Augusta University,Databases,1.0,0.33333,2021
Abdullah Al-Mamun 0001,Augusta University,High-performance computing,1.0,0.33333,2021
Abdullah Muzahid,Texas A&M University,Operating systems,1.0,0.25,2017
Abdullah Muzahid,Texas A&M University,Computer architecture,1.0,0.2,2012
Abdullah Muzahid,Texas A&M University,Computer architecture,1.0,0.25,2014
Abdullah Muzahid,Texas A&M University,Computer architecture,1.0,0.14286,2023
Abdullah Muzahid,Texas A&M University,Computer architecture,1.0,0.25,2009
Abdullah Muzahid,Texas A&M University,Computer architecture,1.0,0.33333,2013
Abdullah Muzahid,Texas A&M University,Computer architecture,1.0,0.5,2016
Abdullah Muzahid,Texas A&M University,Computer architecture,1.0,0.16667,2021
Abdullah Muzahid,Texas A&M University,Computer architecture,1.0,0.33333,2010
Abdullah Muzahid,Texas A&M University,Computer architecture,1.0,0.33333,2012
Abdullah Uz Tansel,CUNY,Databases,1.0,1.0,1987
Abdullah Uz Tansel,CUNY,Databases,1.0,0.5,1985
Abdullah Uz Tansel,CUNY,Databases,1.0,0.5,1989
Abhi Shelat,Northeastern University,Computer security,1.0,0.5,2013
Abhi Shelat,Northeastern University,Computer security,1.0,0.2,2014
Abhi Shelat,Northeastern University,Computer security,1.0,0.5,2015
Abhi Shelat,Northeastern University,Computer security,1.0,0.33333,2016
Abhi Shelat,Northeastern University,Computer security,2.0,0.64286,2017
Abhi Shelat,Northeastern University,Computer security,1.0,0.33333,2018
Abhi Shelat,Northeastern University,Computer security,1.0,0.33333,2019
Abhi Shelat,Northeastern University,Computer security,1.0,0.25,2014
Abhi Shelat,Northeastern University,Computer security,1.0,0.2,2016
Abhi Shelat,Northeastern University,Computer security,2.0,0.45,2018
Abhi Shelat,Northeastern University,Computer security,2.0,0.45,2019
Abhi Shelat,Northeastern University,Computer security,1.0,0.11111,2021
Abhi Shelat,Northeastern University,Computer security,1.0,0.2,2023
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,1.0,0.33333,2009
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,1.0,0.1,2018
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,1.0,0.125,2019
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,1.0,0.25,2020
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,1.0,0.16667,2023
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,2.0,0.58333,2011
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,2.0,0.22619,2012
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,2.0,0.45,2013
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,3.0,0.67619,2014
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,1.0,0.125,2015
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,3.0,0.525,2016
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,3.0,0.32222,2017
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,2.0,0.39286,2018
Abhinav Bhatele,University of Maryland - College Park,High-performance computing,1.0,0.33333,2019
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.5,2010
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.33333,2014
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.25,2016
Abhishek Bhattacharjee,Yale University,Computer architecture,2.0,1.5,2017
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.125,2018
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.25,2019
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.2,2020
Abhishek Bhattacharjee,Yale University,Computer architecture,2.0,0.5,2021
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.0625,2023
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.25,2014
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.14286,2023
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.5,2009
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.25,2017
Abhishek Bhattacharjee,Yale University,Computer architecture,3.0,0.64286,2018
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.25,2019
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.125,2020
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.16667,2021
Abhishek Bhattacharjee,Yale University,Computer architecture,2.0,0.26786,2023
Abhishek Bhattacharjee,Yale University,Computer architecture,2.0,0.45,2012
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,1.0,2013
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.25,2015
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,1.0,2017
Abhishek Bhattacharjee,Yale University,Computer architecture,1.0,0.25,2018
Abhishek Bhattacharjee,Yale University,Operating systems,1.0,0.16667,2021
Abhishek Chandra,University of Minnesota,High-performance computing,1.0,0.25,2007
Abhishek Chandra,University of Minnesota,High-performance computing,1.0,0.33333,2015
Abhishek Chandra,University of Minnesota,High-performance computing,1.0,0.33333,2016
Abhishek Chandra,University of Minnesota,High-performance computing,1.0,0.5,2021
Abhishek Chandra,University of Minnesota,Operating systems,1.0,0.25,2000
Abhishek Chandra,University of Minnesota,Measurement & perf. analysis,1.0,0.25,2019
Abhishek Dubey,Vanderbilt University,Embedded & real-time systems,1.0,0.14286,2010
Abhishek Gupta,University of Washington,Databases,1.0,0.25,2004
Abhishek Jain 0002,Johns Hopkins University,Computer security,1.0,0.33333,2014
Abhishek Jain 0002,Johns Hopkins University,Computer security,1.0,0.2,2017
Abhishek Jain 0002,Johns Hopkins University,Computer security,1.0,0.25,2022
Abhishek Jain 0002,Johns Hopkins University,Computer security,1.0,0.14286,2023
Abhradeep Thakurta,Univ. of California - Santa Cruz,Computer security,1.0,0.33333,2017
Abhradeep Thakurta,Univ. of California - Santa Cruz,Computer security,1.0,0.16667,2019
Abhradeep Thakurta,Univ. of California - Santa Cruz,Computer security,2.0,0.325,2021
Abhradeep Thakurta,Univ. of California - Santa Cruz,Databases,1.0,0.2,2012
Abolfazl Asudeh,University of Illinois at Chicago,Databases,1.0,0.33333,2019
Abolfazl Asudeh,University of Illinois at Chicago,Databases,1.0,0.33333,2021
Abolfazl Asudeh,University of Illinois at Chicago,Databases,1.0,0.25,2022
Abolfazl Asudeh,University of Illinois at Chicago,Databases,1.0,0.25,2016
Abolfazl Asudeh,University of Illinois at Chicago,Databases,1.0,0.25,2017
Abolfazl Asudeh,University of Illinois at Chicago,Databases,2.0,0.45,2019
Abolfazl Asudeh,University of Illinois at Chicago,Databases,2.0,0.5,2021
Abolfazl Asudeh,University of Illinois at Chicago,Databases,1.0,0.33333,2022
Abolfazl Asudeh,University of Illinois at Chicago,Databases,2.0,0.58333,2016
Abolfazl Asudeh,University of Illinois at Chicago,Databases,3.0,0.59286,2018
Abolfazl Asudeh,University of Illinois at Chicago,Databases,1.0,0.25,2019
Abolfazl Asudeh,University of Illinois at Chicago,Databases,2.0,0.5,2020
Abolfazl Asudeh,University of Illinois at Chicago,Databases,1.0,0.33333,2021
Abolfazl Asudeh,University of Illinois at Chicago,Databases,2.0,0.75,2022
Abram Hindle,University of Alberta,Software engineering,1.0,0.2,2011
Abram Hindle,University of Alberta,Software engineering,1.0,0.2,2012
Abram Hindle,University of Alberta,Software engineering,1.0,0.16667,2016
Abram Hindle,University of Alberta,Software engineering,1.0,0.16667,2019
Abtin Rahimian,University of Colorado Boulder,High-performance computing,1.0,0.083333,2010
Abtin Rahimian,University of Colorado Boulder,High-performance computing,1.0,0.2,2019
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.25,2010
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.25,2011
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.14286,2012
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,2.0,0.5,2019
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.25,2020
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.25,2021
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.25,2010
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.25,2011
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.16667,2014
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.125,2015
Abusayeed Saifullah,Wayne State University,Embedded & real-time systems,1.0,0.16667,2019
Abusayeed Saifullah,Wayne State University,Mobile computing,1.0,0.16667,2016
Abusayeed Saifullah,Wayne State University,Mobile computing,1.0,0.16667,2017
Abutalib Aghayev,Pennsylvania State University,Operating systems,1.0,0.5,2015
Abutalib Aghayev,Pennsylvania State University,Operating systems,1.0,0.25,2017
Abutalib Aghayev,Pennsylvania State University,Operating systems,1.0,0.125,2022
Abutalib Aghayev,Pennsylvania State University,Operating systems,1.0,0.16667,2019
Ada Gavrilovska,Georgia Institute of Technology,Operating systems,1.0,0.33333,2016
Ada Gavrilovska,Georgia Institute of Technology,Operating systems,1.0,0.25,2019
Ada Gavrilovska,Georgia Institute of Technology,Operating systems,1.0,0.33333,2023
Ada Gavrilovska,Georgia Institute of Technology,Computer architecture,1.0,0.33333,2014
Ada Gavrilovska,Georgia Institute of Technology,High-performance computing,1.0,0.33333,2001
Ada Gavrilovska,Georgia Institute of Technology,High-performance computing,1.0,0.25,2018
Ada Gavrilovska,Georgia Institute of Technology,High-performance computing,1.0,0.2,2019
Ada Gavrilovska,Georgia Institute of Technology,Computer architecture,1.0,0.25,2017
Ada Gavrilovska,Georgia Institute of Technology,Databases,1.0,0.25,2017
Adam A. Porter,University of Maryland - College Park,Software engineering,1.0,0.2,2021
Adam A. Porter,University of Maryland - College Park,Software engineering,1.0,0.25,1995
Adam A. Porter,University of Maryland - College Park,Software engineering,1.0,0.2,2005
Adam A. Porter,University of Maryland - College Park,Software engineering,1.0,0.5,2010
Adam A. Porter,University of Maryland - College Park,Software engineering,1.0,0.2,2016
Adam A. Porter,University of Maryland - College Park,Software engineering,1.0,0.25,1991
Adam A. Porter,University of Maryland - College Park,Software engineering,1.0,0.5,1994
Adam A. Porter,University of Maryland - College Park,Software engineering,3.0,0.73333,1997
Adam A. Porter,University of Maryland - College Park,Software engineering,1.0,0.2,1998
Adam A. Porter,University of Maryland - College Park,Software engineering,1.0,0.33333,2000
Adam A. Porter,University of Maryland - College Park,Software engineering,1.0,0.5,2002
Adam A. Porter,University of Maryland - College Park,Software engineering,1.0,0.16667,2004
Adam A. Porter,University of Maryland - College Park,Software engineering,1.0,0.14286,2005
Adam A. Porter,University of Maryland - College Park,Software engineering,1.0,0.2,2010
Adam A. Porter,University of Maryland - College Park,Software engineering,1.0,0.33333,2012
Adam A. Porter,University of Maryland - College Park,Software engineering,1.0,0.33333,2004
Adam A. Porter,University of Maryland - College Park,Software engineering,1.0,0.25,2008
Adam A. Porter,University of Maryland - College Park,Software engineering,1.0,0.33333,2009
Adam A. Porter,University of Maryland - College Park,Software engineering,1.0,0.25,2011
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,Computer security,1.0,0.14286,2014
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,Computer security,1.0,0.25,2016
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,Computer security,2.0,0.225,2018
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,Computer security,1.0,0.16667,2019
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,Computer security,1.0,0.25,2020
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,Computer security,1.0,0.16667,2021
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,Measurement & perf. analysis,1.0,0.2,2014
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,Computer security,1.0,0.16667,2012
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,Computer security,1.0,0.2,2014
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,Computer security,2.0,0.45,2018
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,Computer security,1.0,0.14286,2019
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,Computer security,4.0,0.73571,2020
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,Computer security,1.0,0.14286,2022
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,Computer security,1.0,0.25,2023
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,Computer security,1.0,0.16667,2018
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,Computer security,1.0,0.33333,2020
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,Computer security,2.0,0.27778,2023
Adam Belay,Massachusetts Institute of Technology,Operating systems,1.0,0.33333,2022
Adam Belay,Massachusetts Institute of Technology,Computer networks,2.0,0.36667,2019
Adam Belay,Massachusetts Institute of Technology,Computer networks,3.0,0.525,2023
Adam Belay,Massachusetts Institute of Technology,Computer security,1.0,0.2,2014
Adam Belay,Massachusetts Institute of Technology,Operating systems,1.0,0.16667,2012
Adam Belay,Massachusetts Institute of Technology,Operating systems,1.0,0.16667,2014
Adam Belay,Massachusetts Institute of Technology,Operating systems,4.0,0.83333,2020
Adam Belay,Massachusetts Institute of Technology,Operating systems,1.0,0.2,2019
Adam Chlipala,Massachusetts Institute of Technology,Computer architecture,1.0,0.2,2021
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,1.0,2006
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,1.0,2008
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,0.2,2009
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,1.0,2013
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,1.0,2015
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,0.2,2017
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,0.5,2018
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,0.2,2019
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,1.0,2021
Adam Chlipala,Massachusetts Institute of Technology,Software engineering,1.0,0.2,2004
Adam Chlipala,Massachusetts Institute of Technology,Computer security,1.0,0.2,2019
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,0.33333,2014
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,0.33333,2017
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,0.14286,2022
Adam Chlipala,Massachusetts Institute of Technology,Operating systems,1.0,1.0,2010
Adam Chlipala,Massachusetts Institute of Technology,Operating systems,1.0,0.2,2014
Adam Chlipala,Massachusetts Institute of Technology,Operating systems,1.0,0.2,2018
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,1.0,2007
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,1.0,2010
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,1.0,2011
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,0.25,2020
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,0.2,2021
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,0.2,2022
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,0.083333,2023
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,1.0,2010
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,3.0,2.25,2015
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,0.33333,2016
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,1.0,0.5,2017
Adam Chlipala,Massachusetts Institute of Technology,Programming languages,2.0,0.58333,2022
Adam Chlipala,Massachusetts Institute of Technology,Operating systems,1.0,0.16667,2015
Adam Chlipala,Massachusetts Institute of Technology,Operating systems,1.0,0.125,2017
Adam D. Smith,Boston University,Computer security,1.0,0.33333,2017
Adam D. Smith,Boston University,Computer security,1.0,0.33333,2021
Adam D. Smith,Boston University,Databases,1.0,0.25,2023
Adam D. Smith,Boston University,Databases,1.0,0.25,2011
Adam Doupé,Arizona State University,Computer architecture,1.0,0.125,2022
Adam Doupé,Arizona State University,Computer security,1.0,0.25,2011
Adam Doupé,Arizona State University,Computer security,1.0,0.16667,2013
Adam Doupé,Arizona State University,Computer security,1.0,0.2,2018
Adam Doupé,Arizona State University,Computer security,1.0,0.14286,2019
Adam Doupé,Arizona State University,Computer security,1.0,0.14286,2020
Adam Doupé,Arizona State University,Computer security,1.0,0.083333,2022
Adam Doupé,Arizona State University,Mobile computing,1.0,0.14286,2020
Adam Doupé,Arizona State University,Computer security,1.0,0.125,2016
Adam Doupé,Arizona State University,Computer security,1.0,0.090909,2021
Adam Doupé,Arizona State University,Computer security,1.0,0.25,2022
Adam Doupé,Arizona State University,Computer security,1.0,0.25,2016
Adam Doupé,Arizona State University,Computer security,1.0,0.16667,2019
Adam Doupé,Arizona State University,Computer security,1.0,0.076923,2021
Adam Doupé,Arizona State University,Computer security,1.0,0.14286,2022
Adam Doupé,Arizona State University,Computer security,2.0,0.2,2023
Adam Finkelstein,Princeton University,Computer security,1.0,0.16667,2009
Adam J. Aviv,George Washington University,Computer security,1.0,0.25,2017
Adam J. Aviv,George Washington University,Operating systems,1.0,0.25,2018
