name,dept,area,count,adjustedcount,year
Ethan L. Miller,Univ. of California - Santa Cruz,hpca,1.0,0.33333,2018
Ethan L. Miller,Univ. of California - Santa Cruz,hpca,1.0,0.2,2019
Ethan L. Miller,Univ. of California - Santa Cruz,hpdc,1.0,0.33333,2004
Ethan L. Miller,Univ. of California - Santa Cruz,icde,1.0,0.33333,2013
Ethan L. Miller,Univ. of California - Santa Cruz,isca,1.0,0.090909,1994
Ethan L. Miller,Univ. of California - Santa Cruz,micro,1.0,0.2,2019
Ethan L. Miller,Univ. of California - Santa Cruz,osdi,1.0,0.2,2006
Ethan L. Miller,Univ. of California - Santa Cruz,sc,1.0,0.5,1991
Ethan L. Miller,Univ. of California - Santa Cruz,sc,1.0,0.25,2004
Ethan L. Miller,Univ. of California - Santa Cruz,sc,1.0,0.25,2006
Ethan L. Miller,Univ. of California - Santa Cruz,sc,1.0,0.33333,2007
Ethan L. Miller,Univ. of California - Santa Cruz,sc,1.0,0.16667,2012
Ethan L. Miller,Univ. of California - Santa Cruz,sc,1.0,0.2,2017
Ethan L. Miller,Univ. of California - Santa Cruz,sigmetrics,1.0,0.16667,1998
Ethan L. Miller,Univ. of California - Santa Cruz,vldb,1.0,0.5,1998
Ethan V. Munson,University of Wisconsin - Milwaukee,icse,1.0,0.25,2005
Etienne M. Gagnon,Université du Québec à Montréal,oopsla,1.0,0.14286,2000
Ettore Merlo,Polytechnique Montreal,icse,1.0,0.25,1997
Eugene Agichtein,Emory University,icde,1.0,0.5,2003
Eugene Agichtein,Emory University,sigmod,1.0,0.25,2006
Eugene H. Spafford,Purdue University,ccs,1.0,0.5,1994
Eugene H. Spafford,Purdue University,issta,1.0,0.33333,1996
Eugene H. Spafford,Purdue University,ndss,1.0,0.33333,1997
Eugene H. Spafford,Purdue University,sc,1.0,0.25,1995
Eugene W. Stark,Stony Brook University,popl,1.0,1.0,1987
Eugene W. Stark,Stony Brook University,popl,1.0,1.0,1990
Eugene Wu 0002,Columbia University,icde,1.0,0.33333,2010
Eugene Wu 0002,Columbia University,icde,1.0,0.5,2011
Eugene Wu 0002,Columbia University,icde,1.0,0.33333,2013
Eugene Wu 0002,Columbia University,sigmod,1.0,0.33333,2006
Eugene Wu 0002,Columbia University,sigmod,1.0,0.33333,2017
Eugene Wu 0002,Columbia University,sigmod,4.0,1.0,2019
Eugene Wu 0002,Columbia University,sigmod,1.0,0.25,2020
Eugene Wu 0002,Columbia University,sigmod,3.0,1.1667,2022
Eugene Wu 0002,Columbia University,sigmod,1.0,0.125,2023
Eugene Wu 0002,Columbia University,vldb,1.0,0.2,2008
Eugene Wu 0002,Columbia University,vldb,1.0,0.2,2011
Eugene Wu 0002,Columbia University,vldb,1.0,0.5,2013
Eugene Wu 0002,Columbia University,vldb,1.0,0.25,2015
Eugene Wu 0002,Columbia University,vldb,2.0,0.45,2016
Eugene Wu 0002,Columbia University,vldb,2.0,0.64286,2018
Eugene Wu 0002,Columbia University,vldb,1.0,0.25,2020
Eugene Wu 0002,Columbia University,vldb,2.0,0.4,2021
Eugene Wu 0002,Columbia University,vldb,1.0,0.083333,2022
Eugene Wu 0002,Columbia University,vldb,1.0,0.16667,2023
Euijin Choo,University of Alberta,oakland,1.0,0.2,2022
Eun Jung Kim 0001,Texas A&M University,dac,1.0,0.33333,2008
Eun Jung Kim 0001,Texas A&M University,dac,1.0,0.2,2015
Eun Jung Kim 0001,Texas A&M University,hpca,1.0,0.2,2003
Eun Jung Kim 0001,Texas A&M University,hpca,1.0,0.33333,2007
Eun Jung Kim 0001,Texas A&M University,hpca,1.0,0.14286,2019
Eun Jung Kim 0001,Texas A&M University,ics,1.0,0.16667,2017
Eun Jung Kim 0001,Texas A&M University,isca,1.0,0.33333,2001
Eun Jung Kim 0001,Texas A&M University,isca,1.0,0.2,2017
Eun Jung Kim 0001,Texas A&M University,isca,1.0,0.16667,2021
Eun Jung Kim 0001,Texas A&M University,micro,1.0,0.33333,2008
Eun Jung Kim 0001,Texas A&M University,micro,1.0,0.5,2010
Eunsuk Kang,Carnegie Mellon University,ase,1.0,0.25,2020
Eunsuk Kang,Carnegie Mellon University,dac,1.0,0.25,2018
Eunsuk Kang,Carnegie Mellon University,emsoft,1.0,0.2,2010
Eunsuk Kang,Carnegie Mellon University,fse,2.0,0.58333,2016
Eunsuk Kang,Carnegie Mellon University,fse,1.0,0.33333,2020
Eunsuk Kang,Carnegie Mellon University,fse,1.0,0.14286,2021
Eunsuk Kang,Carnegie Mellon University,iccad,1.0,0.125,2018
Eunsuk Kang,Carnegie Mellon University,icse,1.0,0.25,2011
Eunsuk Kang,Carnegie Mellon University,icse,1.0,0.25,2015
Eunsuk Kang,Carnegie Mellon University,icse,1.0,0.16667,2023
Eva L. Dyer,Georgia Institute of Technology,dac,1.0,0.33333,2011
Evangelos E. Milios,Dalhousie University,icde,1.0,0.33333,2014
Evangelos E. Papalexakis,Univ. of California - Riverside,icde,1.0,0.25,2015
Evangelos Kalogerakis,University of Massachusetts Amherst,mobisys,1.0,0.2,2014
Evangelos Kranakis,Carleton University,ccs,1.0,0.25,1994
Evangelos Kranakis,Carleton University,ndss,2.0,0.66667,2005
Evgenia Smirni,College of William and Mary,fast,1.0,0.2,2014
Evgenia Smirni,College of William and Mary,hpca,1.0,0.2,2016
Evgenia Smirni,College of William and Mary,hpdc,1.0,0.2,2012
Evgenia Smirni,College of William and Mary,hpdc,1.0,0.5,2019
Evgenia Smirni,College of William and Mary,ics,1.0,0.33333,2001
Evgenia Smirni,College of William and Mary,ics,1.0,0.5,2005
Evgenia Smirni,College of William and Mary,icse,1.0,0.25,2021
Evgenia Smirni,College of William and Mary,micro,1.0,0.25,2018
Evgenia Smirni,College of William and Mary,sc,1.0,0.25,2016
Evgenia Smirni,College of William and Mary,sc,1.0,0.25,2019
Evgenia Smirni,College of William and Mary,sc,1.0,0.25,2020
Evgenia Smirni,College of William and Mary,sigmetrics,1.0,0.2,1993
Evgenia Smirni,College of William and Mary,sigmetrics,1.0,0.25,1998
Evgenia Smirni,College of William and Mary,sigmetrics,1.0,0.5,2002
Evgenia Smirni,College of William and Mary,sigmetrics,1.0,0.33333,2008
Evgenia Smirni,College of William and Mary,sigmetrics,1.0,0.2,2009
Evgenia Smirni,College of William and Mary,sigmetrics,1.0,0.33333,2010
Evgenia Smirni,College of William and Mary,sigmetrics,1.0,0.25,2021
Evgenia Smirni,College of William and Mary,vldb,1.0,0.25,2022
Evgenios M. Kornaropoulos,George Mason University,ccs,1.0,0.25,2022
Evgenios M. Kornaropoulos,George Mason University,oakland,1.0,0.33333,2019
Evgenios M. Kornaropoulos,George Mason University,oakland,1.0,0.33333,2020
Evgenios M. Kornaropoulos,George Mason University,oakland,1.0,0.33333,2021
Evgenios M. Kornaropoulos,George Mason University,sigmod,1.0,0.33333,2022
Evimaria Terzi,Boston University,imc,1.0,0.25,2012
Evimaria Terzi,Boston University,imc,1.0,0.33333,2016
Evimaria Terzi,Boston University,sigcomm,1.0,0.25,2012
Evimaria Terzi,Boston University,sigmod,1.0,0.33333,2006
Evimaria Terzi,Boston University,sigmod,1.0,0.5,2008
Evimaria Terzi,Boston University,vldb,1.0,0.33333,2004
Evimaria Terzi,Boston University,vldb,1.0,0.2,2012
Evimaria Terzi,Boston University,vldb,1.0,0.25,2022
Eyal de Lara,University of Toronto,asplos,1.0,0.125,2015
Eyal de Lara,University of Toronto,asplos,1.0,0.125,2016
Eyal de Lara,University of Toronto,eurosys,1.0,0.33333,2006
Eyal de Lara,University of Toronto,eurosys,1.0,0.125,2009
Eyal de Lara,University of Toronto,eurosys,1.0,0.125,2011
Eyal de Lara,University of Toronto,eurosys,1.0,0.16667,2012
Eyal de Lara,University of Toronto,eurosys,1.0,0.33333,2016
Eyal de Lara,University of Toronto,mobisys,1.0,0.25,2003
Eyal de Lara,University of Toronto,mobisys,2.0,0.5,2006
Eyal de Lara,University of Toronto,mobisys,1.0,0.2,2007
Eyal de Lara,University of Toronto,mobisys,1.0,0.16667,2009
Eyal de Lara,University of Toronto,mobisys,1.0,0.2,2010
Eyal de Lara,University of Toronto,nsdi,1.0,0.25,2022
Eyal de Lara,University of Toronto,sigmetrics,1.0,0.2,2014
Eyal de Lara,University of Toronto,sosp,1.0,0.2,2005
F. Bruce Shepherd,University of British Columbia,sigcomm,1.0,0.2,2002
Fabian Monrose,Georgia Institute of Technology,ccs,1.0,0.5,1997
Fabian Monrose,Georgia Institute of Technology,ccs,1.0,0.33333,1999
Fabian Monrose,Georgia Institute of Technology,ccs,1.0,0.25,2008
Fabian Monrose,Georgia Institute of Technology,ccs,1.0,0.25,2009
Fabian Monrose,Georgia Institute of Technology,ccs,2.0,0.66667,2010
Fabian Monrose,Georgia Institute of Technology,ccs,1.0,0.2,2011
Fabian Monrose,Georgia Institute of Technology,ccs,1.0,0.2,2013
Fabian Monrose,Georgia Institute of Technology,ccs,1.0,0.33333,2014
Fabian Monrose,Georgia Institute of Technology,ccs,1.0,0.14286,2017
Fabian Monrose,Georgia Institute of Technology,ccs,1.0,0.16667,2020
Fabian Monrose,Georgia Institute of Technology,imc,1.0,0.25,2006
Fabian Monrose,Georgia Institute of Technology,ndss,1.0,0.33333,1999
Fabian Monrose,Georgia Institute of Technology,ndss,1.0,0.2,2007
Fabian Monrose,Georgia Institute of Technology,ndss,1.0,0.2,2008
Fabian Monrose,Georgia Institute of Technology,ndss,1.0,0.33333,2009
Fabian Monrose,Georgia Institute of Technology,ndss,1.0,0.33333,2011
Fabian Monrose,Georgia Institute of Technology,ndss,1.0,0.2,2013
Fabian Monrose,Georgia Institute of Technology,ndss,1.0,0.2,2015
Fabian Monrose,Georgia Institute of Technology,ndss,1.0,0.25,2016
Fabian Monrose,Georgia Institute of Technology,oakland,1.0,0.2,2008
Fabian Monrose,Georgia Institute of Technology,oakland,1.0,0.25,2011
Fabian Monrose,Georgia Institute of Technology,oakland,1.0,0.16667,2013
Fabian Monrose,Georgia Institute of Technology,oakland,1.0,0.16667,2016
Fabian Monrose,Georgia Institute of Technology,oakland,2.0,0.45,2019
Fabian Monrose,Georgia Institute of Technology,oakland,1.0,0.25,2021
Fabián E. Bustamante,Northwestern University,hpdc,1.0,0.33333,2000
Fabián E. Bustamante,Northwestern University,imc,1.0,0.25,2012
Fabián E. Bustamante,Northwestern University,imc,3.0,1.0,2014
Fabián E. Bustamante,Northwestern University,imc,1.0,0.33333,2015
Fabián E. Bustamante,Northwestern University,imc,1.0,0.33333,2017
Fabián E. Bustamante,Northwestern University,imc,2.0,0.4,2020
Fabián E. Bustamante,Northwestern University,imc,1.0,0.25,2021
Fabián E. Bustamante,Northwestern University,mobicom,1.0,0.25,2019
Fabián E. Bustamante,Northwestern University,mobisys,1.0,0.14286,2022
Fabián E. Bustamante,Northwestern University,nsdi,1.0,0.14286,2013
Fabián E. Bustamante,Northwestern University,sc,1.0,0.25,2000
Fabián E. Bustamante,Northwestern University,sc,1.0,0.33333,2002
Fabián E. Bustamante,Northwestern University,sigcomm,1.0,0.25,2006
Fabián E. Bustamante,Northwestern University,sigcomm,1.0,0.5,2008
Fabián E. Bustamante,Northwestern University,sigcomm,1.0,0.33333,2010
Fabián E. Bustamante,Northwestern University,sigcomm,1.0,0.2,2011
Fabián E. Bustamante,Northwestern University,sigcomm,1.0,0.25,2021
Fabián E. Bustamante,Northwestern University,sigmetrics,1.0,0.25,2023
Fadel Adib,Massachusetts Institute of Technology,mobicom,1.0,0.25,2012
Fadel Adib,Massachusetts Institute of Technology,mobicom,2.0,0.4,2013
Fadel Adib,Massachusetts Institute of Technology,mobicom,1.0,0.33333,2016
Fadel Adib,Massachusetts Institute of Technology,mobicom,1.0,0.33333,2017
Fadel Adib,Massachusetts Institute of Technology,mobicom,2.0,0.53333,2020
Fadel Adib,Massachusetts Institute of Technology,mobicom,1.0,0.25,2023
Fadel Adib,Massachusetts Institute of Technology,nsdi,1.0,0.25,2014
Fadel Adib,Massachusetts Institute of Technology,nsdi,1.0,0.33333,2015
Fadel Adib,Massachusetts Institute of Technology,nsdi,1.0,0.2,2019
Fadel Adib,Massachusetts Institute of Technology,nsdi,1.0,0.25,2020
Fadel Adib,Massachusetts Institute of Technology,nsdi,1.0,0.2,2023
Fadel Adib,Massachusetts Institute of Technology,sensys,1.0,0.2,2021
Fadel Adib,Massachusetts Institute of Technology,sigcomm,1.0,0.25,2011
Fadel Adib,Massachusetts Institute of Technology,sigcomm,1.0,0.5,2013
Fadel Adib,Massachusetts Institute of Technology,sigcomm,1.0,0.33333,2017
Fadel Adib,Massachusetts Institute of Technology,sigcomm,2.0,0.7,2018
Fadel Adib,Massachusetts Institute of Technology,sigcomm,1.0,0.5,2019
Fadel Adib,Massachusetts Institute of Technology,sigcomm,1.0,0.25,2020
Fadel Adib,Massachusetts Institute of Technology,sigcomm,1.0,0.16667,2023
Fahad R. Dogar,Tufts University,mobicom,1.0,0.2,2008
Fahad R. Dogar,Tufts University,mobisys,1.0,0.33333,2010
Fahad R. Dogar,Tufts University,nsdi,1.0,0.076923,2012
Fahad R. Dogar,Tufts University,sigcomm,2.0,0.41667,2014
Faisal Nawab,Univ. of California - Irvine,icde,1.0,0.5,2015
Faisal Nawab,Univ. of California - Irvine,icde,1.0,0.5,2019
Faisal Nawab,Univ. of California - Irvine,icde,3.0,1.8333,2021
Faisal Nawab,Univ. of California - Irvine,icde,1.0,0.33333,2022
Faisal Nawab,Univ. of California - Irvine,icde,1.0,0.2,2023
Faisal Nawab,Univ. of California - Irvine,sigmod,1.0,0.25,2015
Faisal Nawab,Univ. of California - Irvine,sigmod,1.0,0.33333,2018
Faisal Nawab,Univ. of California - Irvine,sigmod,1.0,0.5,2023
Faisal Nawab,Univ. of California - Irvine,vldb,1.0,0.2,2012
Faisal Nawab,Univ. of California - Irvine,vldb,1.0,0.2,2013
Faisal Nawab,Univ. of California - Irvine,vldb,1.0,0.2,2014
Faisal Nawab,Univ. of California - Irvine,vldb,1.0,0.25,2019
Fan Chen 0001,Indiana University,dac,1.0,0.25,2019
Fan Chen 0001,Indiana University,hpca,1.0,0.16667,2020
Fan Chen 0001,Indiana University,iccad,1.0,0.5,2018
Fan Chen 0001,Indiana University,iccad,1.0,0.125,2021
Fan Long,University of Toronto,asplos,1.0,0.14286,2015
Fan Long,University of Toronto,ccs,1.0,0.14286,2015
Fan Long,University of Toronto,fse,1.0,0.33333,2009
Fan Long,University of Toronto,fse,1.0,0.1,2010
Fan Long,University of Toronto,fse,1.0,0.5,2015
Fan Long,University of Toronto,fse,2.0,0.53333,2017
Fan Long,University of Toronto,icse,1.0,0.2,2012
Fan Long,University of Toronto,icse,1.0,0.5,2016
Fan Long,University of Toronto,icse,1.0,0.2,2022
Fan Long,University of Toronto,isca,1.0,0.1,2021
Fan Long,University of Toronto,issta,1.0,0.25,2015
Fan Long,University of Toronto,ndss,1.0,0.2,2015
Fan Long,University of Toronto,nsdi,1.0,0.1,2009
Fan Long,University of Toronto,oopsla,1.0,0.16667,2022
Fan Long,University of Toronto,osdi,1.0,0.16667,2023
Fan Long,University of Toronto,pldi,1.0,0.33333,2014
Fan Long,University of Toronto,pldi,1.0,0.25,2015
Fan Long,University of Toronto,pldi,1.0,0.33333,2020
Fan Long,University of Toronto,popl,1.0,0.25,2014
Fan Long,University of Toronto,popl,1.0,0.5,2016
Fan Yao,University of Central Florida,hpca,1.0,0.33333,2018
Fan Yao,University of Central Florida,hpca,1.0,0.25,2023
Fan Yao,University of Central Florida,hpdc,1.0,0.25,2019
Fan Yao,University of Central Florida,micro,1.0,0.2,2021
Fan Yao,University of Central Florida,oakland,2.0,0.45,2022
Fan Ye 0003,Stony Brook University,mobicom,1.0,0.2,2002
Fan Ye 0003,Stony Brook University,mobicom,1.0,0.14286,2012
Fan Ye 0003,Stony Brook University,mobicom,1.0,0.125,2014
Fan Ye 0003,Stony Brook University,mobicom,1.0,0.25,2018
Fan Ye 0003,Stony Brook University,mobisys,1.0,0.25,2017
Fan Ye 0003,Stony Brook University,sensys,1.0,0.14286,2012
Fan Ye 0003,Stony Brook University,sensys,1.0,0.16667,2015
Fan Ye 0003,Stony Brook University,sensys,1.0,0.25,2017
Fan Zhang 0022,Yale University,ccs,1.0,0.2,2016
Fan Zhang 0022,Yale University,ccs,1.0,0.16667,2017
Fan Zhang 0022,Yale University,ccs,2.0,0.30952,2019
Fan Zhang 0022,Yale University,ccs,1.0,0.2,2020
Fan Zhang 0022,Yale University,ccs,2.0,0.29167,2022
Fan Zhang 0022,Yale University,oakland,1.0,0.1,2021
Fanxin Kong,Syracuse University,dac,1.0,0.25,2020
Fanxin Kong,Syracuse University,dac,1.0,0.25,2022
Fanxin Kong,Syracuse University,emsoft,2.0,0.30952,2021
Fanxin Kong,Syracuse University,rtas,1.0,0.2,2015
Fanxin Kong,Syracuse University,rtas,1.0,0.5,2021
Fanxin Kong,Syracuse University,rtas,1.0,0.125,2023
Fanxin Kong,Syracuse University,rtss,1.0,0.5,2015
Fanxin Kong,Syracuse University,rtss,1.0,0.25,2016
Fanxin Kong,Syracuse University,rtss,1.0,0.2,2019
Fanxin Kong,Syracuse University,rtss,1.0,0.25,2020
Fanxin Kong,Syracuse University,rtss,1.0,0.14286,2022
Farinaz Koushanfar,Univ. of California - San Diego,asplos,1.0,0.33333,2019
Farinaz Koushanfar,Univ. of California - San Diego,ccs,1.0,0.33333,2013
Farinaz Koushanfar,Univ. of California - San Diego,ccs,1.0,0.16667,2015
Farinaz Koushanfar,Univ. of California - San Diego,ccs,1.0,0.16667,2019
Farinaz Koushanfar,Univ. of California - San Diego,ccs,1.0,0.25,2021
Farinaz Koushanfar,Univ. of California - San Diego,dac,1.0,0.11111,2000
Farinaz Koushanfar,Univ. of California - San Diego,dac,1.0,0.2,2001
Farinaz Koushanfar,Univ. of California - San Diego,dac,1.0,0.25,2002
Farinaz Koushanfar,Univ. of California - San Diego,dac,1.0,0.33333,2005
Farinaz Koushanfar,Univ. of California - San Diego,dac,2.0,0.83333,2008
Farinaz Koushanfar,Univ. of California - San Diego,dac,1.0,0.33333,2011
Farinaz Koushanfar,Univ. of California - San Diego,dac,4.0,1.0595,2012
Farinaz Koushanfar,Univ. of California - San Diego,dac,1.0,0.25,2013
Farinaz Koushanfar,Univ. of California - San Diego,dac,2.0,0.53333,2014
Farinaz Koushanfar,Univ. of California - San Diego,dac,1.0,0.25,2015
Farinaz Koushanfar,Univ. of California - San Diego,dac,4.0,1.0595,2016
Farinaz Koushanfar,Univ. of California - San Diego,dac,2.0,0.66667,2017
Farinaz Koushanfar,Univ. of California - San Diego,dac,2.0,0.58333,2018
Farinaz Koushanfar,Univ. of California - San Diego,dac,1.0,0.2,2019
Farinaz Koushanfar,Univ. of California - San Diego,dac,2.0,0.53333,2020
Farinaz Koushanfar,Univ. of California - San Diego,dac,3.0,0.78333,2023
Farinaz Koushanfar,Univ. of California - San Diego,hpca,1.0,0.16667,2020
Farinaz Koushanfar,Univ. of California - San Diego,iccad,1.0,0.2,2000
Farinaz Koushanfar,Univ. of California - San Diego,iccad,1.0,0.25,2012
Farinaz Koushanfar,Univ. of California - San Diego,iccad,1.0,0.25,2014
Farinaz Koushanfar,Univ. of California - San Diego,iccad,2.0,0.75,2015
Farinaz Koushanfar,Univ. of California - San Diego,iccad,3.0,0.9,2018
Farinaz Koushanfar,Univ. of California - San Diego,iccad,3.0,0.59286,2019
Farinaz Koushanfar,Univ. of California - San Diego,iccad,1.0,0.2,2020
Farinaz Koushanfar,Univ. of California - San Diego,iccad,1.0,0.5,2021
Farinaz Koushanfar,Univ. of California - San Diego,iccad,1.0,0.16667,2022
Farinaz Koushanfar,Univ. of California - San Diego,isca,1.0,0.2,2019
Farinaz Koushanfar,Univ. of California - San Diego,mobicom,1.0,0.25,2001
Farinaz Koushanfar,Univ. of California - San Diego,ndss,1.0,0.16667,2017
Farinaz Koushanfar,Univ. of California - San Diego,ndss,2.0,0.36111,2023
Farinaz Koushanfar,Univ. of California - San Diego,oakland,1.0,0.2,2015
Farnam Jahanian,Carnegie Mellon University,imc,1.0,0.16667,2005
Farnam Jahanian,Carnegie Mellon University,imc,1.0,0.2,2010
Farnam Jahanian,Carnegie Mellon University,ndss,1.0,0.25,2005
Farnam Jahanian,Carnegie Mellon University,ndss,1.0,0.33333,2007
Farnam Jahanian,Carnegie Mellon University,ndss,1.0,0.33333,2010
Farnam Jahanian,Carnegie Mellon University,nsdi,1.0,0.25,2006
Farnam Jahanian,Carnegie Mellon University,rtss,1.0,0.5,1986
Farnam Jahanian,Carnegie Mellon University,rtss,1.0,0.5,1988
Farnam Jahanian,Carnegie Mellon University,rtss,1.0,1.0,1989
Farnam Jahanian,Carnegie Mellon University,rtss,1.0,0.33333,1991
Farnam Jahanian,Carnegie Mellon University,rtss,1.0,0.33333,1992
Farnam Jahanian,Carnegie Mellon University,rtss,1.0,0.33333,1995
Farnam Jahanian,Carnegie Mellon University,rtss,1.0,0.2,2000
Farnam Jahanian,Carnegie Mellon University,sigcomm,1.0,0.33333,1997
Farnam Jahanian,Carnegie Mellon University,sigcomm,1.0,0.5,1998
Farnam Jahanian,Carnegie Mellon University,sigcomm,1.0,0.25,2000
Farnam Jahanian,Carnegie Mellon University,sigcomm,1.0,0.2,2010
Farokh B. Bastani,University of Texas at Dallas,icde,1.0,0.5,1987
Farokh B. Bastani,University of Texas at Dallas,icse,1.0,0.16667,1979
Farokh B. Bastani,University of Texas at Dallas,icse,1.0,0.33333,1993
Farokh B. Bastani,University of Texas at Dallas,rtas,1.0,0.2,2005
Fatemeh Nargesian,University of Rochester,icde,1.0,0.25,2023
Fatemeh Nargesian,University of Rochester,sigmod,1.0,0.25,2019
Fatemeh Nargesian,University of Rochester,sigmod,1.0,0.2,2020
Fatemeh Nargesian,University of Rochester,sigmod,2.0,0.66667,2022
Fatemeh Nargesian,University of Rochester,sigmod,1.0,0.16667,2023
Fatemeh Nargesian,University of Rochester,vldb,1.0,0.25,2016
Fatemeh Nargesian,University of Rochester,vldb,1.0,0.25,2018
Fatemeh Nargesian,University of Rochester,vldb,1.0,0.25,2020
Fatemeh Nargesian,University of Rochester,vldb,1.0,0.33333,2021
Fatemeh Nargesian,University of Rochester,vldb,1.0,0.5,2022
Fawad Ahmad,Rochester Institute of Technology,mobisys,1.0,0.2,2018
Fawad Ahmad,Rochester Institute of Technology,nsdi,1.0,0.2,2020
Fei Chiang,McMaster University,icde,1.0,0.14286,2008
Fei Chiang,McMaster University,icde,1.0,0.5,2011
Fei Chiang,McMaster University,icde,1.0,0.25,2014
Fei Chiang,McMaster University,icde,1.0,0.33333,2019
Fei Chiang,McMaster University,icde,1.0,0.25,2023
Fei Chiang,McMaster University,sigmod,1.0,0.25,2022
Fei Chiang,McMaster University,vldb,1.0,0.25,2007
Fei Chiang,McMaster University,vldb,1.0,0.5,2008
Fei Chiang,McMaster University,vldb,1.0,0.25,2009
Fei Chiang,McMaster University,vldb,1.0,0.2,2015
Fei Chiang,McMaster University,vldb,1.0,0.2,2019
Fei Fang,Carnegie Mellon University,vldb,1.0,0.16667,2020
Fei Miao,University of Connecticut,icde,1.0,0.16667,2021
Fei Sha,University of Southern California,sensys,1.0,0.25,2012
Fei Sha,University of Southern California,sigmod,1.0,0.33333,2009
Fei Sha,University of Southern California,vldb,1.0,0.33333,1996
Fei Song,University of Guelph,icde,1.0,0.14286,2021
Fei Song,University of Guelph,vldb,1.0,0.16667,2021
Fei Song,University of Guelph,vldb,1.0,0.090909,2022
Fei Wang 0001,Cornell University,ndss,1.0,0.083333,2018
Fei Xie,Portland State University,ase,1.0,0.2,2011
Fei Xie,Portland State University,dac,1.0,0.33333,2008
Fei Xie,Portland State University,dac,1.0,0.33333,2012
Fei Xie,Portland State University,dac,2.0,0.58333,2013
Fei Xie,Portland State University,dac,1.0,0.16667,2014
Fei Xie,Portland State University,dac,1.0,0.2,2018
Fei Xie,Portland State University,iccad,1.0,0.33333,2013
Fei Xie,Portland State University,iccad,1.0,0.25,2014
Fei Xie,Portland State University,issta,1.0,0.25,2015
Fei Xie,Portland State University,rtas,1.0,0.14286,2008
Felix Heide,Princeton University,micro,1.0,0.125,2017
Felix Xiaozhu Lin,University of Virginia,asplos,1.0,0.25,2012
Felix Xiaozhu Lin,University of Virginia,asplos,1.0,0.33333,2014
Felix Xiaozhu Lin,University of Virginia,asplos,1.0,0.25,2015
Felix Xiaozhu Lin,University of Virginia,asplos,1.0,0.5,2016
Felix Xiaozhu Lin,University of Virginia,asplos,1.0,0.2,2019
Felix Xiaozhu Lin,University of Virginia,asplos,1.0,0.5,2022
Felix Xiaozhu Lin,University of Virginia,asplos,1.0,0.33333,2023
Felix Xiaozhu Lin,University of Virginia,eurosys,1.0,0.2,2018
Felix Xiaozhu Lin,University of Virginia,eurosys,1.0,0.33333,2019
Felix Xiaozhu Lin,University of Virginia,eurosys,1.0,0.5,2022
Felix Xiaozhu Lin,University of Virginia,eurosys,1.0,0.5,2023
Felix Xiaozhu Lin,University of Virginia,ics,1.0,0.25,2018
Felix Xiaozhu Lin,University of Virginia,imc,1.0,0.125,2015
Felix Xiaozhu Lin,University of Virginia,mobicom,1.0,0.2,2018
Felix Xiaozhu Lin,University of Virginia,mobisys,1.0,0.25,2013
Felix Xiaozhu Lin,University of Virginia,mobisys,1.0,0.5,2016
Felix Xiaozhu Lin,University of Virginia,mobisys,1.0,0.14286,2017
Felix Xiaozhu Lin,University of Virginia,mobisys,1.0,0.16667,2020
Feng Chen 0001,University of Texas at Dallas,fse,1.0,0.2,2022
Feng Chen 0001,University of Texas at Dallas,icse,1.0,0.2,2023
Feng Chen 0001,University of Texas at Dallas,issta,1.0,0.16667,2017
Feng Gu,CUNY,iccad,1.0,0.33333,2022
Feng Guo,Indiana University,sigmod,1.0,0.052632,2021
Feng Luo 0001,Clemson University,ndss,1.0,0.25,2021
Feng Qian 0001,University of Minnesota,eurosys,1.0,0.125,2020
Feng Qian 0001,University of Minnesota,fast,1.0,0.125,2020
Feng Qian 0001,University of Minnesota,imc,1.0,0.16667,2009
Feng Qian 0001,University of Minnesota,imc,1.0,0.16667,2010
Feng Qian 0001,University of Minnesota,imc,1.0,0.2,2012
Feng Qian 0001,University of Minnesota,imc,1.0,0.16667,2015
Feng Qian 0001,University of Minnesota,imc,1.0,0.2,2016
Feng Qian 0001,University of Minnesota,imc,1.0,0.25,2017
Feng Qian 0001,University of Minnesota,imc,1.0,0.083333,2020
Feng Qian 0001,University of Minnesota,imc,1.0,0.1,2021
Feng Qian 0001,University of Minnesota,mobicom,1.0,0.2,2016
Feng Qian 0001,University of Minnesota,mobicom,1.0,0.2,2017
Feng Qian 0001,University of Minnesota,mobicom,1.0,0.25,2018
Feng Qian 0001,University of Minnesota,mobicom,2.0,0.27692,2019
Feng Qian 0001,University of Minnesota,mobicom,2.0,0.45833,2020
Feng Qian 0001,University of Minnesota,mobicom,2.0,0.25397,2021
Feng Qian 0001,University of Minnesota,mobicom,2.0,0.325,2022
Feng Qian 0001,University of Minnesota,mobisys,1.0,0.16667,2011
Feng Qian 0001,University of Minnesota,mobisys,2.0,0.29167,2012
Feng Qian 0001,University of Minnesota,mobisys,1.0,0.33333,2014
Feng Qian 0001,University of Minnesota,mobisys,1.0,0.14286,2017
Feng Qian 0001,University of Minnesota,mobisys,1.0,0.11111,2019
Feng Qian 0001,University of Minnesota,mobisys,1.0,0.16667,2020
Feng Qian 0001,University of Minnesota,ndss,1.0,0.14286,2018
Feng Qian 0001,University of Minnesota,ndss,1.0,0.16667,2021
Feng Qian 0001,University of Minnesota,nsdi,1.0,0.125,2021
Feng Qian 0001,University of Minnesota,nsdi,1.0,0.25,2022
Feng Qian 0001,University of Minnesota,nsdi,1.0,0.1,2023
